ID,Ref,year,PCE_max(%),PCE_ave(%),Jsc(mA/cm2),FF,Voc(V),Nickname(n),-HOMO_n(eV),-LUMO_n(eV),Eg_n(eV),n(SMILES),M (g/mol),Nickname(p),-HOMO_p(eV),-LUMO_p(eV),Eg_p(eV),p(SMILES),Mw (kg/mol),Mn(kg/mol),PDI,p/n ratio (p),p/n ratio (n),Solvent,Additive,TA (oC),thick (nm),Unnamed: 28,Journal,DOI,Abstract
359,161,2014,0.65,0.58,1.51,0.3929,1.076,hexyl-PDI,5.9,3.83,2.07,O=C(N(CCCCCCCC)C1=O)C2=C(CCCCCC)C=C(C3=C4C=C(CCCCCC)C1C32)C5=CC(CCCCCC)=C6C7=C5C4=CC(CCCCCC)=C7C(N(CCCCCCCC)C6=O)=O,953.45,PBTI3T,5.58,3.77,1.81,O=C(N(CC(CCCC)CCCCCC)C(C1=C2SC(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)S4)S3)=C1)=O)C6=C2SC(C)=C6,62.0,31.0,2.0,1.0,1.0,CF,,,60.0,,J. Am. Chem. Soc.,10.1021/ja508814z,"Perylenediimide (PDI)-based acceptors offer a potential replacement for fullerenes in bulk-heterojunction (BHJ) organic photovoltaic cells (OPVs). The most promising efforts have focused on creating twisted PDI dimers to disrupt aggregation and thereby suppress excimer formation. Here, we present an alternative strategy for developing high-performance OPVs based on PDI acceptors that promote slip-stacking in the solid state, thus preventing the coupling necessary for rapid excimer formation. This packing structure is accomplished by substitution at the PDI 2,5,8,11-positions (""headland positions""). Using this design principle, three PDI acceptors, N,N-bis(n-octyl)-2,5,8,11-tetra(n-hexyl)-PDI (Hexyl-PDI), N,N-bis(n-octyl)-2,5,8,11-tetraphenethyl-PDI (Phenethyl-PDI), and N,N-bis(n-octyl)-2,5,8,11-tetraphenyl-PDI (Phenyl-PDI), were synthesized, and their molecular and electronic structures were characterized. They were then blended with the donor polymer PBTI3T, and inverted OPVs of the structure ITO/ZnO/Active Layer/MoO3/Ag were fabricated and characterized. Of these, 1:1 PBTI3T:Phenyl-PDI proved to have the best performance with Jsc = 6.56 mA/cm(2), Voc = 1.024 V, FF = 54.59%, and power conversion efficiency (PCE) = 3.67%. Devices fabricated with Phenethyl-PDI and Hexyl-PDI have significantly lower performance. The thin film morphology and the electronic and photophysical properties of the three materials are examined, and although all three materials undergo efficient charge separation, PBTI3T:Phenyl-PDI is found to have the deepest LUMO, intermediate crystallinity, and the most well-mixed domains. This minimizes geminate recombination in Phenyl-PDI OPVs and affords the highest PCE. Thus, slip-stacked PDI strategies represent a promising approach to fullerene replacements in BHJ OPVs."
360,161,2014,1.2,1.15,2.44,0.4848,1.016,Phenetyl-PDI,5.92,3.91,2.01,O=C(N(CCCCCCCC)C1=O)C2=C(CCC3=CC=CC=C3)C=C(C4=C5C=C(CCC6=CC=CC=C6)C1C42)C7=CC(CCC8=CC=CC=C8)=C9C%10=C7C5=CC(CCC%11=CC=CC=C%11)=C%10C(N(CCCCCCCC)C9=O)=O,1033.41,PBTI3T,5.58,3.77,1.81,O=C(N(CC(CCCC)CCCCCC)C(C1=C2SC(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)S4)S3)=C1)=O)C6=C2SC(C)=C6,62.0,31.0,2.0,1.0,1.0,CF,,,60.0,,J. Am. Chem. Soc.,10.1021/ja508814z,"Perylenediimide (PDI)-based acceptors offer a potential replacement for fullerenes in bulk-heterojunction (BHJ) organic photovoltaic cells (OPVs). The most promising efforts have focused on creating twisted PDI dimers to disrupt aggregation and thereby suppress excimer formation. Here, we present an alternative strategy for developing high-performance OPVs based on PDI acceptors that promote slip-stacking in the solid state, thus preventing the coupling necessary for rapid excimer formation. This packing structure is accomplished by substitution at the PDI 2,5,8,11-positions (""headland positions""). Using this design principle, three PDI acceptors, N,N-bis(n-octyl)-2,5,8,11-tetra(n-hexyl)-PDI (Hexyl-PDI), N,N-bis(n-octyl)-2,5,8,11-tetraphenethyl-PDI (Phenethyl-PDI), and N,N-bis(n-octyl)-2,5,8,11-tetraphenyl-PDI (Phenyl-PDI), were synthesized, and their molecular and electronic structures were characterized. They were then blended with the donor polymer PBTI3T, and inverted OPVs of the structure ITO/ZnO/Active Layer/MoO3/Ag were fabricated and characterized. Of these, 1:1 PBTI3T:Phenyl-PDI proved to have the best performance with Jsc = 6.56 mA/cm(2), Voc = 1.024 V, FF = 54.59%, and power conversion efficiency (PCE) = 3.67%. Devices fabricated with Phenethyl-PDI and Hexyl-PDI have significantly lower performance. The thin film morphology and the electronic and photophysical properties of the three materials are examined, and although all three materials undergo efficient charge separation, PBTI3T:Phenyl-PDI is found to have the deepest LUMO, intermediate crystallinity, and the most well-mixed domains. This minimizes geminate recombination in Phenyl-PDI OPVs and affords the highest PCE. Thus, slip-stacked PDI strategies represent a promising approach to fullerene replacements in BHJ OPVs."
361,161,2014,3.67,3.6,6.56,0.5459,1.024,Phenyl-PDI,6.02,4.01,2.01,O=C(N(CCCCCCCC)C1=O)C2=C(C3=CC=CC=C3)C=C(C4=C5C=C(C6=CC=CC=C6)C1C42)C7=CC(C8=CC=CC=C8)=C9C%10=C7C5=CC(C%11=CC=CC=C%11)=C%10C(N(CCCCCCCC)C9=O)=O,921.19,PBTI3T,5.58,3.77,1.81,O=C(N(CC(CCCC)CCCCCC)C(C1=C2SC(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)S4)S3)=C1)=O)C6=C2SC(C)=C6,62.0,31.0,2.0,1.0,1.0,CF,,,60.0,,J. Am. Chem. Soc.,10.1021/ja508814z,"Perylenediimide (PDI)-based acceptors offer a potential replacement for fullerenes in bulk-heterojunction (BHJ) organic photovoltaic cells (OPVs). The most promising efforts have focused on creating twisted PDI dimers to disrupt aggregation and thereby suppress excimer formation. Here, we present an alternative strategy for developing high-performance OPVs based on PDI acceptors that promote slip-stacking in the solid state, thus preventing the coupling necessary for rapid excimer formation. This packing structure is accomplished by substitution at the PDI 2,5,8,11-positions (""headland positions""). Using this design principle, three PDI acceptors, N,N-bis(n-octyl)-2,5,8,11-tetra(n-hexyl)-PDI (Hexyl-PDI), N,N-bis(n-octyl)-2,5,8,11-tetraphenethyl-PDI (Phenethyl-PDI), and N,N-bis(n-octyl)-2,5,8,11-tetraphenyl-PDI (Phenyl-PDI), were synthesized, and their molecular and electronic structures were characterized. They were then blended with the donor polymer PBTI3T, and inverted OPVs of the structure ITO/ZnO/Active Layer/MoO3/Ag were fabricated and characterized. Of these, 1:1 PBTI3T:Phenyl-PDI proved to have the best performance with Jsc = 6.56 mA/cm(2), Voc = 1.024 V, FF = 54.59%, and power conversion efficiency (PCE) = 3.67%. Devices fabricated with Phenethyl-PDI and Hexyl-PDI have significantly lower performance. The thin film morphology and the electronic and photophysical properties of the three materials are examined, and although all three materials undergo efficient charge separation, PBTI3T:Phenyl-PDI is found to have the deepest LUMO, intermediate crystallinity, and the most well-mixed domains. This minimizes geminate recombination in Phenyl-PDI OPVs and affords the highest PCE. Thus, slip-stacked PDI strategies represent a promising approach to fullerene replacements in BHJ OPVs."
362,162,2015,4.11,4.11,7.95,0.63,0.82,FBR,5.83,3.7,2.13,S=C(S/1)N(CC)C(C1=C/C2=CC=C(C3=CC(C4(CCCCCCCC)CCCCCCCC)=C(C=C3)C(C4=C5)=CC=C5C(C6=NSN=C67)=CC=C7/C=C8SC(N(C/8=O)CC)=S)C9=NSN=C29)=O,1001.43,P3HT,5.0,3.1,1.9,CC1=CC(CCCCCC)=C(C)S1,21.1,11.6,1.82,1.0,1.0,CF/DCB,,110,80.0,,J. Am. Chem. Soc.,10.1021/ja5110602,"A novel small molecule, FBR, bearing 3-ethylrhodanine flanking groups was synthesized as a nonfullerene electron acceptor for solution-processed bulk heterojunction organic photovoltaics (OPV). A straightforward synthesis route was employed, offering the potential for large scale preparation of this material. Inverted OPV devices employing poly(3-hexylthiophene) (P3HT) as the donor polymer and FBR as the acceptor gave power conversion efficiencies (PCE) up to 4.1%. Transient and steady state optical spectroscopies indicated efficient, ultrafast charge generation and efficient photocurrent generation from both donor and acceptor. Ultrafast transient absorption spectroscopy was used to investigate polaron generation efficiency as well as recombination dynamics. It was determined that the P3HT:FBR blend is highly intermixed, leading to increased charge generation relative to comparative devices with P3HT:PC60BM, but also faster recombination due to a nonideal morphology in which, in contrast to P3HT:PC60BM devices, the acceptor does not aggregate enough to create appropriate percolation pathways that prevent fast nongeminate recombination. Despite this nonoptimal morphology the P3HT:FBR devices exhibit better performance than P3HT:PC60BM devices, used as control, demonstrating that this acceptor shows great promise for further optimization."
363,163,2015,7.16,6.9,11.65,0.655,0.9,SdiPBI-S,6.05,3.85,2.2,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CCC(C3=C4C5=CC1=C32)=C6C(C7=CC8=C9C%10=C7C%11=CC=C(C(N%12C(CCCCC)CCCCC)=O)C%13=C%11C(C%10=C%14C=C9C(N(C(CCCCC)CCCCC)C8=O)=O)=C(S%14)C=C%13C%12=O)C=C%15C%16=C6C4=C(S5)C=C%16C(N(C(CCCCC)CCCCC)C%15=O)=O,1457.98,PDBT-T1,5.36,3.43,1.93,CC1=CC=C(C(S2)=C3C(C(C4=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC7=C(C8=C(C9=CC=C(CCCCCCCC)S9)C(SC%10=C%11SC(C)=C%10)=C%11C(C%12=CC=C(CCCCCCCC)S%12)=C8S7)S6)S5)S1,342.0,195.4285714,1.75,1.0,1.0,CB,DIO,100,,,J. Am. Chem. Soc.,10.1021/jacs.5b06414,"A novel perylene bisimide (PBI) dimer-based acceptor material, SdiPBI-S, was developed. Conventional bulk-heterojunction (BHJ) solar cells based on SdiPBI-S and the wide-band-gap polymer PDBT-T1 show a high power conversion efficiency (PCE) of 7.16% with a high open-circuit voltage of 0.90 V, a high short-circuit current density of 11.98 mA/cm(2), and an impressive fill factor of 66.1%. Favorable phase separation and balanced carrier mobilites in the BHJ films account for the high photovoltaic performance. The results demonstrate that fine-tuning of PBI-based materials is a promising way to improve the PCEs of non-fullerene BHJ organic solar cells."
364,164,2016,8.42,8.23,12.48,0.697,0.947,SdiPBI-Se,6.09,3.87,2.22,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CCC(C3=C4C5=CC1=C32)=C6C(C7=CC8=C9C%10=C7C%11=CC=C(C(N%12C(CCCCCC)CCCCCC)=O)C%13=C%11C(C%10=C%14C=C9C(N(C(CCCCCC)CCCCCC)C8=O)=O)=C([Se]%14)C=C%13C%12=O)C=C%15C%16=C6C4=C([Se]5)C=C%16C(N(C(CCCCCC)CCCCCC)C%15=O)=O,1664.0,PDBT-T1,5.36,3.43,1.93,CC1=CC=C(C(S2)=C3C(C(C4=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC7=C(C8=C(C9=CC=C(CCCCCCCC)S9)C(SC%10=C%11SC(C)=C%10)=C%11C(C%12=CC=C(CCCCCCCC)S%12)=C8S7)S6)S5)S1,342.0,195.4285714,1.75,1.0,1.0,DCB,DIO,,110.0,,J. Am. Chem. Soc.,10.1021/jacs.5b11149,"Non-fullerene acceptors have recently attracted tremendous interest because of their potential as alternatives to fullerene derivatives in bulk heterojunction organic solar cells. However, the power conversion efficiencies (PCEs) have lagged far behind those of the polymer/fullerene system, mainly because of the low fill factor (FF) and photocurrent. Here we report a novel perylene bisimide (PBI) acceptor, SdiPBI-Se, in which selenium atoms were introduced into the perylene core. With a well-established wide-band-gap polymer (PDBT-T1) as the donor, a high efficiency of 8.4% with an unprecedented high FF of 70.2% is achieved for solution-processed non-fullerene organic solar cells. Efficient photon absorption, high and balanced charge carrier mobility, and ultrafast charge generation processes in PDBT-T1:SdiPBI-Se films account for the high photovoltaic performance. Our results suggest that non-fullerene acceptors have enormous potential to rival or even surpass the performance of their fullerene counterparts."
365,165,2016,5.51,5.26,13.11,0.578,0.73,ITIC,5.64,3.92,1.72,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,J52,5.21,2.99,2.22,CC1=CC(C(S1)=C2C3=CC=C(CC(CC)CCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(CC(CC)CCCC)S9,106.95,57.5,1.86,1.0,1.0,CF,,100,,,J. Am. Chem. Soc.,10.1021/jacs.6b01744,"Non-fullerene polymer solar cells (PSCs) with solution-processable n-type organic semiconductor (n-OS) as acceptor have seen rapid progress recently owing to the synthesis of new low bandgap n-OS, such as ITIC. To further increase power conversion efficiency (PCE) of the devices, it is of a great challenge to develop suitable polymer donor material that matches well with the low bandgap n-OS acceptors thus providing complementary absorption and nanoscaled blend morphology, as well as suppressed recombination and minimized energy loss. To address this challenge, we synthesized three medium bandgap 2D-conjugated bithienyl-benzodithiophene-alt-fluorobenzotriazole copolymers J52, J60, and J61 for the application as donor in the PSCs with low bandgap n-OS ITIC as acceptor. The three polymers were designed with branched alkyl (J52), branched alkylthio (J60), and linear alkylthio (J61) substituent on the thiophene conjugated side chain of the benzodithiophene (BDT) units for studying effect of the substituents on the photovoltaic performance of the polymers. The alkylthio side chain, red-shifted absorption down-shifted the highest occupied molecular orbital (HOMO) level and improved crystallinity of the 2D conjugated polymers. With linear alkylthio side chain, the tailored polymer J61 exhibits an enhanced JSC of 17.43 mA/cm(2), a high VOC of 0.89 V, and a PCE of 9.53% in the best non-fullerene PSCs with the polymer as donor and ITIC as acceptor. To the best of our knowledge, the PCE of 9.53% is one of the highest values reported in literature to date for the non-fullerene PSCs. The results indicate that J61 is a promising medium bandgap polymer donor in non-fullerene PSCs."
366,165,2016,8.97,8.67,16.33,0.6038,0.91,ITIC,5.64,3.92,1.72,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,J60,5.32,3.08,2.24,CC1=CC(C(S1)=C2C3=CC=C(SCC(CC)CCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(SCC(CC)CCCC)S9,53.058,23.9,2.22,1.0,1.0,CF,,100,,,J. Am. Chem. Soc.,10.1021/jacs.6b01744,"Non-fullerene polymer solar cells (PSCs) with solution-processable n-type organic semiconductor (n-OS) as acceptor have seen rapid progress recently owing to the synthesis of new low bandgap n-OS, such as ITIC. To further increase power conversion efficiency (PCE) of the devices, it is of a great challenge to develop suitable polymer donor material that matches well with the low bandgap n-OS acceptors thus providing complementary absorption and nanoscaled blend morphology, as well as suppressed recombination and minimized energy loss. To address this challenge, we synthesized three medium bandgap 2D-conjugated bithienyl-benzodithiophene-alt-fluorobenzotriazole copolymers J52, J60, and J61 for the application as donor in the PSCs with low bandgap n-OS ITIC as acceptor. The three polymers were designed with branched alkyl (J52), branched alkylthio (J60), and linear alkylthio (J61) substituent on the thiophene conjugated side chain of the benzodithiophene (BDT) units for studying effect of the substituents on the photovoltaic performance of the polymers. The alkylthio side chain, red-shifted absorption down-shifted the highest occupied molecular orbital (HOMO) level and improved crystallinity of the 2D conjugated polymers. With linear alkylthio side chain, the tailored polymer J61 exhibits an enhanced JSC of 17.43 mA/cm(2), a high VOC of 0.89 V, and a PCE of 9.53% in the best non-fullerene PSCs with the polymer as donor and ITIC as acceptor. To the best of our knowledge, the PCE of 9.53% is one of the highest values reported in literature to date for the non-fullerene PSCs. The results indicate that J61 is a promising medium bandgap polymer donor in non-fullerene PSCs."
367,165,2016,9.53,9.22,17.43,0.6148,0.89,ITIC,5.64,3.92,1.72,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,J61,5.32,3.08,2.24,CC1=CC(C(S1)=C2C3=CC=C(SCCCCCCCCCCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(SCCCCCCCCCCCC)S9,74.196,32.4,2.29,1.0,1.0,CF,,100,,,J. Am. Chem. Soc.,10.1021/jacs.6b01744,"Non-fullerene polymer solar cells (PSCs) with solution-processable n-type organic semiconductor (n-OS) as acceptor have seen rapid progress recently owing to the synthesis of new low bandgap n-OS, such as ITIC. To further increase power conversion efficiency (PCE) of the devices, it is of a great challenge to develop suitable polymer donor material that matches well with the low bandgap n-OS acceptors thus providing complementary absorption and nanoscaled blend morphology, as well as suppressed recombination and minimized energy loss. To address this challenge, we synthesized three medium bandgap 2D-conjugated bithienyl-benzodithiophene-alt-fluorobenzotriazole copolymers J52, J60, and J61 for the application as donor in the PSCs with low bandgap n-OS ITIC as acceptor. The three polymers were designed with branched alkyl (J52), branched alkylthio (J60), and linear alkylthio (J61) substituent on the thiophene conjugated side chain of the benzodithiophene (BDT) units for studying effect of the substituents on the photovoltaic performance of the polymers. The alkylthio side chain, red-shifted absorption down-shifted the highest occupied molecular orbital (HOMO) level and improved crystallinity of the 2D conjugated polymers. With linear alkylthio side chain, the tailored polymer J61 exhibits an enhanced JSC of 17.43 mA/cm(2), a high VOC of 0.89 V, and a PCE of 9.53% in the best non-fullerene PSCs with the polymer as donor and ITIC as acceptor. To the best of our knowledge, the PCE of 9.53% is one of the highest values reported in literature to date for the non-fullerene PSCs. The results indicate that J61 is a promising medium bandgap polymer donor in non-fullerene PSCs."
368,166,2016,10.57,10.28,17.97,0.6549,0.898,ITIC,5.54,3.84,1.7,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,J61,5.32,3.08,2.24,CC1=CC(C(S1)=C2C3=CC=C(SCCCCCCCCCCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(SCCCCCCCCCCCC)S9,74.196,32.4,2.29,1.0,1.0,CF,,130,,,J. Am. Chem. Soc.,10.1021/jacs.6b09110,"Low bandgap n-type organic semiconductor (n-OS) ITIC has attracted great attention for the application as an acceptor with medium bandgap p-type conjugated polymer as donor in nonfullerene polymer solar cells (PSCs) because of its attractive photovoltaic performance. Here we report a modification on the molecular structure of ITIC by side-chain isomerization with meta-alkyl-phenyl substitution, m-ITIC, to further improve its photovoltaic performance. In a comparison with its isomeric counterpart ITIC with para-alkyl-phenyl substitution, m-ITIC shows a higher film absorption coefficient, a larger crystalline coherence, and higher electron mobility. These inherent advantages of m-ITIC resulted in a higher power conversion efficiency (PCE) of 11.77% for the nonfullerene PSCs with m-ITIC as acceptor and a medium bandgap polymer J61 as donor, which is significantly improved over that (10.57%) of the corresponding devices with ITIC as acceptor. To the best of our knowledge, the PCE of 11.77% is one of the highest values reported in the literature to date for nonfullerene PSCs. More importantly, the m-ITIC-based device shows less thickness-dependent photovoltaic behavior than ITIC-based devices in the active-layer thickness range of 80-360 nm, which is beneficial for large area device fabrication. These results indicate that m-ITIC is a promising low bandgap n-OS for the application as an acceptor in PSCs, and the side-chain isomerization could be an easy and convenient way to further improve the photovoltaic performance of the donor and acceptor materials for high efficiency PSCs."
369,166,2016,11.77,11.49,18.31,0.7055,0.912,m-ITIC,5.52,3.82,1.7,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=C8SC9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C9)(C%12=CC=CC(CCCCCC)=C%12)C%13=CC(CCCCCC)=CC=C%13)=C8C=C6C(C%14=CC(CCCCCC)=CC=C%14)5C%15=CC=CC(CCCCCC)=C%15,1427.96,J61,5.32,3.08,2.24,CC1=CC(C(S1)=C2C3=CC=C(SCCCCCCCCCCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(SCCCCCCCCCCCC)S9,74.196,32.4,2.29,1.0,1.0,CF,,130,,,J. Am. Chem. Soc.,10.1021/jacs.6b09110,"Low bandgap n-type organic semiconductor (n-OS) ITIC has attracted great attention for the application as an acceptor with medium bandgap p-type conjugated polymer as donor in nonfullerene polymer solar cells (PSCs) because of its attractive photovoltaic performance. Here we report a modification on the molecular structure of ITIC by side-chain isomerization with meta-alkyl-phenyl substitution, m-ITIC, to further improve its photovoltaic performance. In a comparison with its isomeric counterpart ITIC with para-alkyl-phenyl substitution, m-ITIC shows a higher film absorption coefficient, a larger crystalline coherence, and higher electron mobility. These inherent advantages of m-ITIC resulted in a higher power conversion efficiency (PCE) of 11.77% for the nonfullerene PSCs with m-ITIC as acceptor and a medium bandgap polymer J61 as donor, which is significantly improved over that (10.57%) of the corresponding devices with ITIC as acceptor. To the best of our knowledge, the PCE of 11.77% is one of the highest values reported in the literature to date for nonfullerene PSCs. More importantly, the m-ITIC-based device shows less thickness-dependent photovoltaic behavior than ITIC-based devices in the active-layer thickness range of 80-360 nm, which is beneficial for large area device fabrication. These results indicate that m-ITIC is a promising low bandgap n-OS for the application as an acceptor in PSCs, and the side-chain isomerization could be an easy and convenient way to further improve the photovoltaic performance of the donor and acceptor materials for high efficiency PSCs."
