,DOI,Abstract
76,10.1002/adfm.201706517,"Two new wide‐bandgap D–A–π copolymer donor materials, PBDT‐2TC and PBDT‐S‐2TC, based on benzodithiophene and asymmetric bithiophene with one carboxylate (2TC) substituent are synthesized by a facile approach for fullerene‐free organic solar cells (OSCs). The combination of one carboxylate‐substituted thiophene with one thiophene bridge in the backbone substantially reduces the steric hindrance, thereby favoring a planar geometry for efficient charge transport and molecular packing. A reasonable highest‐occupied‐molecular‐orbital energy level in relation to that of the acceptor and balanced hole and electron transport are observed for both polymers. This asymmetric structure unit is flexible and versatile, allowing the absorption, energy levels, and morphology of the blend films to be tailored. Fullerene‐free OSCs based on PBDT‐S‐2TC:ITIC achieve a high power conversion efficiency of 10.12%. More impressively, a successful nonhalogen solvent‐processed solar cell with 9.55% efficiency is also achieved, which is one of the highest values for a fullerene‐free OSC processed using an ecofriendly solvent."
77,10.1002/adfm.201707493,"Two wide bandgap star‐shaped small molecular acceptors, para‐TrBRCN and meta‐TrBRCN, are synthesized for efficient nonfullerene polymer solar cells (PSCs). The tiny structural variation by just changing the linkage positions affects largely the inherent properties of the resulting molecules. Both molecules have a nonplanar 3D structure, which can prevent the excessively aggregation to realize the optimized morphology and ideal domain size in their active blends. Compared to para‐TrBRCN, meta‐TrBRCN exhibits the smaller distortions between the truxene skeleton and the benzothiadiazole units, which would also lead to the enhanced π–π stacking and charge transfer. When blending with PTB7‐Th, high power conversion efficiencies (PCEs) of 10.15% and 8.28% are obtained for meta‐TrBRCN and para‐TrBRCN devices, respectively. To make up the weak absorption of above binary active blend in the longer wavelength region and increase the whole device performance further, low bandgap 3,9‐bis(2‐methylene‐(3‐(1,1‐dicyanomethylene)‐indanone)‐5,5,11,11‐tetrakis(4‐hexylthienyl)‐dithieno[2,3‐d:2′,3′‐d′]‐s‐indaceno[1,2‐b:5,6‐b′]‐dithiophene (ITIC‐Th) is added as the second acceptor material to fabricate ternary blend PSCs. After adding 20 wt% of ITIC‐Th, the resulting devices exhibit the well‐balanced optical absorption and fine‐tuned morphology, giving rise to the significantly improved PCE of 11.40% with much higher J sc of 18.25 mA cm−2 and fill factor of 70.2%."
78,10.1002/adma.201003768,"e 99BF 99BF(.) Power conversion effi ciencies (PCEs) (in response to solar AM1.5 radiation) as high as 6–8% have been reported for bulk heterojunction (BHJ) polymer solar cells. [ 1 , 2 ] In order to attain PCEs over 10%, BHJ materials capable of generating larger open circuit voltage (V oc ) are required. [ 3 , 4 ] One approach to increase V oc is to develop low-bandgap semiconducting polymers with deeper highest occupied molecular orbital (HOMO) energies. An alternative approach is to develop new electron acceptors with higher lowest unoccupied molecular orbital (LUMO) energies. The pathway to low-bandgap semiconducting polymers with deeper HOMOs is well understood, and BHJ solar cells fabricated by semiconducting polymers with deeper HOMOs have successfully exhibited larger V oc . [ 5 ] However, the discovery of new (non-fullerene) electron acceptors with higher LUMOs remains undeveloped. [ 6 ]"
79,10.1002/adma.201103927,"A novel n-type small molecule FFI-1 was synthesized as the electron acceptor to replace PCBM in solution-processed organic BHJ solar cells. Its LUMO level (around -3.5 eV) both matches the work function of the cathode and increases V(OC) of the devices, making it a promising acceptor candidate. With P3HT: FFI-1 (1:2 w/w) as active layer and LiF/Al as the cathode, the best power conversion efficiency (PCE) reaches 1.86%."
80,10.1002/adma.201400525,A novel nonplanar star-shaped perylene diimide acceptor with a triphenylamine core (S(TPA-PDI)) is explored and applied in solution-processed organic solar cells. These solar cells exhibit an encouraging power conversion efficiency of up to 3.32%.
81,10.1002/adma.201400647,"The effectiveness of new a electron acceptor for organic solar cells is demonstrated. The acceptor is a homoleptic zinc(II) complex of 2,6-diphenylethynyl-1,3,7,9-tetraphenylazadipyrromethene. The high power-conversion efficiency obtained is attributed to the acceptor's 3D structure, which prevents crystallization and promotes a favourable nanoscale morphology, its high Voc , and its ability to contribute to light harvesting at 600-800 nm."
82,10.1002/adma.201404317,"A novel non-fullerene electron acceptor (ITIC) that overcomes some of the shortcomings of fullerene acceptors, for example, weak absorption in the visible spectral region and limited energy-level variability, is designed and synthesized. Fullerene-free polymer solar cells (PSCs) based on the ITIC acceptor are demonstrated to exhibit power conversion efficiencies of up to 6.8%, a record for fullerene-free PSCs."
83,10.1002/adma.201500577,"Arylene linkers in a series of new tetraaza-benzodifluoranthene diimide dimers enable tuning of the 3D molecular structure of nonfullerene electron acceptors, facilitating observation of dramatic variation of the power conversion efficiency from 2.6% to 6.4% as the twist angle between the monomeric building blocks in the dimer is varied."
84,10.1002/adma.201502775,A 7.3% efficiency non-fullerene polymer solar cell is realized by combining a large-bandgap polymer PffT2-FTAZ-2DT with a small-bandgap acceptor IEIC. The complementary absorption of donor polymer and small-molecule acceptor is responsible for the high-performance of the solar-cell device. This work provides important guidance to improve the performance of non-fullerene polymer solar cells.
85,10.1002/adma.201504010,"A new 3D nonfullerene small-molecule acceptor is reported. The 3D interlocking geometry of the small-molecule acceptor enables uniform molecular conformation and strong intermolecular connectivity, facilitating favorable nanoscale phase separation and electron charge transfer. By employing both a novel polymer donor and a nonfullerene small-molecule acceptor in the solution-processed organic solar cells, a high-power conversion efficiency of close to 6% is demonstrated."
86,10.1002/adma.201503801,"Fullerene-free and processing additive-free 8.5% efficient polymer solar cells are achieved by using a new 3,4-ethylenedioxythiophene-linked arylene diimide dimer with a 76° twist angle. The devices combine high (78-83%) external quantum efficiency with high (0.91-0.95 V) photovoltages and thus have relatively low optical bandgap energy loss."
87,10.1002/adma.201504091,"A well-organized donor-acceptor crystalline structure is examined for high -performance nonfullerene solar cells. By thermal annealing, nanoscale structures of both donor and acceptor domains are successfully modulated, followed by -significant changes in the resulting -photovoltaic characteristics. When annealed at 90 °C, a maximum power conversion efficiency of 7.64% with a -remarkable open-circuit voltage of 1.03 V is obtained."
88,10.1002/adma.201600281,"A nonfullerene-based polymer solar cell (PSC) that significantly outperforms fullerene-based PSCs with respect to the power-conversion efficiency is demonstrated for the first time. An efficiency of >11%, which is among the top values in the PSC field, and excellent thermal stability is obtained using PBDB-T and ITIC as donor and acceptor, respectively."
89,10.1002/adma.201601595,A nonfullerene polymer solar cell with a high efficiency of 9.26% is realized by using benzodithiophene-alt-fluorobenzotriazole copolymer J51 as a medium-bandgap polymer donor and the low-bandgap organic semiconductor ITIC with high extinction coefficients as the acceptor.
90,10.1002/adma.201602776,"Fine energy-level modulations of small-molecule acceptors (SMAs) are realized via subtle chemical modifications on strong electron-withdrawing end-groups. The two new SMAs (IT-M and IT-DM) end-capped by methyl-modified dicycanovinylindan-1-one exhibit upshifted lowest unoccupied molecular orbital (LUMO) levels, and hence higher open-circuit voltages can be observed in the corresponding devices. Finally, a top power conversion efficiency of 12.05% is achieved."
91,10.1002/adma.201603588,"A ternary-blend strategy is presented to surmount the shortcomings of both fullerene derivatives and nonfullerene small molecules as acceptors for the first time. The optimal ternary device shows a high power conversion efficiency (PCE) of 10.4%. Moreover, a significant enhancement in PCE (≈35%) relative to both of the binary reference devices, which has never been achieved before in high-efficiency ternary devices, is demonstrated."
92,10.1002/adma.201603518,"Small-molecule nonfullerene-based tandem organic solar cells (OSCs) are fabricated for the first time by utilizing P3HT:SF(DPPB)4 and PTB7-Th:IEIC bulk heterojunctions as the front and back subcells, respectively. A power conversion efficiency of 8.48% is achieved with an ultrahigh open-circuit voltage of 1.97 V, which is the highest voltage value reported to date among efficient tandem OSCs."
93,10.1002/adma.201602570,"Two different nonfullerene acceptors and one copolymer are used to fabricate ternary organic solar cells (OSCs). The two acceptors show unique interactions that reduce crystallinity and form a homogeneous mixed phase in the blend film, leading to a high efficiency of ≈10.3%, the highest performance reported for nonfullerene ternary blends. This work provides a new approach to fabricate high-performance OSCs."
94,10.1002/adma.201604964,"Nonfullerene acceptor FDICTF (2,9-bis(2methylene-(3-(1,1-dicyanomethylene)indanone))-7,​12-​dihydro-​4,​4,​7,​7,​12,​12-​hexaoctyl-​4H-​cyclopenta[2″,​1″:5,​6;3″,​4″:5',​6']​diindeno[1,​2-​b:1',​2'-​b']dithiophene) modified by fusing the fluorene core in a precursor, yields 10.06% high power conversion efficiency, and demonstrates that the ladder and fused core backbone in A-D-A structure molecules is an effective design strategy for high-performance nonfullerene acceptors."
